"TAIR_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm"
"AT3G06120",85534.6909650337,10.2005574514055,1.23832951572802e-304,1.35584698677061e-300,"MUTE","protein_coding",2000.51296135227
"AT1G71470",75.6004262584481,8.66868358183432,5.17820563706823e-13,1.18735441927246e-11,"AT1G71470","protein_coding",1.76952996828873
"AT1G04110",2950.44885353937,4.02804305279675,1.92005663110585e-99,1.20129714594159e-96,"SDD1","protein_coding",68.9069604319586
"AT1G51405",1099.75943311686,3.30638595055056,2.07415632111862e-82,9.46247398330322e-80,"AT1G51405","protein_coding",25.6502816515494
"AT1G08833",18.1590979215524,3.24780578947421,2.14805443360593e-07,2.4499008326616e-06,"AT1G08833","lncRNA",0.423799731654919
"AT4G27810",86.0075166150941,2.97502320474451,3.05800488958625e-25,1.80496471892613e-23,"AT4G27810","protein_coding",2.00492779611287
"AT4G31805",1046.67999299752,2.87914423812601,1.00850425866131e-266,7.36140875205513e-263,"AT4G31805","protein_coding",24.378290199348
"AT1G09421",97.845939028818,2.87282999849545,7.73019530908115e-32,6.69074375012882e-30,"AT1G09421","lncRNA",2.27853420891889
"AT3G26960",448.44188911463,2.82206990175268,3.0601384614419e-130,3.72282844603638e-127,"AT3G26960","protein_coding",10.4439769804067
"AT1G66040",10.9711674477393,2.81247916724065,0.000104873512927416,0.000710556988268734,"VIM4","protein_coding",0.255790637266544
"AT4G03965",97.3013935396037,2.7422927726329,9.34913355775141e-30,7.13335632918607e-28,"AT4G03965","protein_coding",2.2657840610877
"AT1G09805",28.4471191869167,2.71007233334133,9.87248357818715e-10,1.60257706000847e-08,NA,NA,0.661836361544265
"AT5G52340",127.133560504835,2.59356950141593,1.31750643275997e-32,1.19217999440404e-30,"EXO70A2","protein_coding",2.9598036988039
"AT5G43290",198.207140657365,2.5182650959873,4.55303354452786e-14,1.14337532750081e-12,"WRKY49","protein_coding",4.61516622652788
"AT4G01335",54.6007028304926,2.51350212150737,3.55407887390597e-16,1.12304789582674e-14,"AT4G01335","protein_coding",1.26997791168766
"AT5G15190",210.028125787402,2.31787933373699,1.59180448382318e-35,1.62127137612838e-33,"AT5G15190","protein_coding",4.88521727441382
"AT4G01060",235.801869219817,2.29868461683974,3.34238904357205e-51,6.15055758623032e-49,"CPL3","protein_coding",5.48117601568093
"AT1G80080",2240.51711115559,2.26514840931776,0,0,"TMM","protein_coding",52.0841856172471
"AT3G20075",22.0594465377679,2.24888498818928,7.05557654634983e-06,6.15059773932996e-05,NA,NA,0.513368319386936
"AT1G12845",671.271330485677,2.23401692977533,7.39863771791486e-139,1.15725263390643e-135,"AT1G12845","protein_coding",15.6019883404779
"AT4G01250",416.614199583348,2.17815647656853,1.33067834222466e-74,4.62526894254535e-72,"WRKY22","protein_coding",9.68401175914087
"AT5G44260",253.260678254001,2.17668382898106,6.35975150708786e-41,8.38950834350663e-39,"AT5G44260","protein_coding",5.88454587307337
"AT1G49640",27.9695103103839,2.09550932927144,6.21092873089841e-07,6.54823867834441e-06,"AT1G49640","protein_coding",0.649637493012239
"AT5G62230",868.28796894871,2.09091234143452,5.38464504362793e-152,1.07193597423059e-148,"ERL1","protein_coding",20.1734878897287
"AT5G10890",108.553717913635,2.03108455660528,7.99282240669396e-22,3.92738212558628e-20,"AT5G10890","protein_coding",2.52107982194395
"AT4G18970",3047.00147403012,1.99935542647823,1.17070954989057e-265,6.40904943087592e-262,"AT4G18970","protein_coding",70.7764394683202
"AT5G67020",154.790497392014,1.98812384643727,2.54592360343024e-31,2.11979601018689e-29,"AT5G67020","protein_coding",3.59461949867276
"AT1G03170",23.3087877360545,1.98078680545186,3.71413629459366e-05,0.000276639988363986,"FAF2","protein_coding",0.54163685736155
"AT1G68320",19.3251053922675,1.95745574082428,5.88422596762808e-05,0.000420927837816594,"MYB62","protein_coding",0.448666014120892
"AT3G13672",104.170010865475,1.9441544986611,1.67499056684572e-20,7.54710770221968e-19,"AT3G13672","protein_coding",2.41919434533984
"AT4G26200",255.231750943907,1.92012179039204,1.28558711062511e-31,1.09967916204955e-29,"ACS7","protein_coding",5.92610603634098
"AT5G02220",45.5412052763756,1.91605265949214,2.89444841458903e-09,4.44167003382415e-08,"AT5G02220","protein_coding",1.05661886718641
"AT1G26600",219.314584906957,1.90520772784353,2.22109398432665e-39,2.68715558391077e-37,"CLE9","protein_coding",5.09196707408204
"AT1G26700",67.7661774670689,1.90492653297287,6.77755630356374e-14,1.680803260877e-12,"MLO14","protein_coding",1.57284220475058
"AT5G66080",217.175834929679,1.88055673039311,2.6620608773733e-35,2.68635064943413e-33,"AT5G66080","protein_coding",5.0402949414655
"AT2G42800",285.229748705893,1.87673906220986,3.31863171708813e-48,5.59010748775353e-46,"RLP29","protein_coding",6.62189883696435
"AT2G41190",887.020974107481,1.82317361468493,1.20841505891839e-110,8.82062432006496e-108,"AT2G41190","protein_coding",20.5863096777922
"AT2G27385",3629.43442008884,1.82286311649683,2.89263212131041e-237,1.05571430320759e-233,"AT2G27385","protein_coding",84.2293410068672
"AT4G13800",34.8970069651127,1.72769858688058,7.82887191975395e-07,8.1172650236161e-06,"AT4G13800","protein_coding",0.809908316565834
"AT2G46970",86.1575761672026,1.71752483381034,2.91905739052199e-13,6.85853205339597e-12,"PIL1","protein_coding",1.99899221625016
"AT3G17640",860.059464835818,1.70620367620451,2.47546138363466e-72,8.46994584044248e-70,"AT3G17640","protein_coding",19.9529190523646
"AT2G36690",392.796995372513,1.69646244003578,4.82136478636467e-37,5.27891230459068e-35,"AT2G36690","protein_coding",9.11326595678527
"AT1G52910",1079.40626240148,1.68793111203391,2.67796715034376e-122,2.66555112082853e-119,"AT1G52910","protein_coding",25.0370430530623
"AT4G12500",33.23836493011,1.67503708303416,7.4237268794562e-06,6.45391980382414e-05,"AT4G12500","protein_coding",0.770557785914207
"AT3G22760",1008.37618682949,1.62705023322789,1.91491101601657e-107,1.31039754464784e-104,"SOL1","protein_coding",23.3822453716994
"AT1G08630",289.476032433606,1.61896027205212,4.17470481020988e-27,2.68875546864635e-25,"THA1","protein_coding",6.71265366100625
"AT1G60110",216.487340543795,1.61287251232782,9.36950161360773e-27,5.96434146322041e-25,"AT1G60110","protein_coding",5.01909058523206
"AT1G71866",49.4916041424872,1.60599409885322,2.77967980715769e-08,3.61457413403438e-07,"AT1G71866","protein_coding",1.14764383792252
"AT1G33320",87.2169935528368,1.5692221021788,2.47433590770647e-11,4.79071686179985e-10,"AT1G33320","protein_coding",2.02260163069813
"AT2G17780",912.170680873085,1.56856892338581,1.50465477293596e-99,9.69086182875047e-97,"MCA2","protein_coding",21.1452271707612
"AT5G11300",264.424197696125,1.56432853502847,7.99896076359247e-22,3.92738212558628e-20,"CYC3B","protein_coding",6.13129614995659
"AT3G47295",1183.45487953152,1.5360470643467,2.70397733338863e-94,1.51824860632164e-91,"AT3G47295","protein_coding",27.4266777761641
"AT4G29020",6884.77620383753,1.50027396483821,4.85066433102734e-242,2.12439695041673e-238,"AT4G29020","protein_coding",159.540538680789
"AT5G55590",63.2368039731963,1.49456719959831,1.70608346632136e-08,2.29201323592056e-07,"QRT1","protein_coding",1.46514155815582
"AT3G59900",731.03885705938,1.47962362425395,7.65595651804441e-48,1.25112041665774e-45,"ARGOS","protein_coding",16.9318307034384
"AT4G28490",706.221232405455,1.46005637092571,6.01494550103329e-68,1.77993617002199e-65,"HAE","protein_coding",16.3619407553809
"AT3G23730",3400.17631746963,1.45563488780764,3.59936997720196e-147,6.56825031339738e-144,"XTH16","protein_coding",78.7814490279289
"AT1G50590",218.836860141455,1.42561280450467,1.76594558279845e-22,9.09728920980158e-21,"AT1G50590","protein_coding",5.06722748119987
"AT1G76600",272.355908317984,1.41274709530313,3.76484865137659e-23,2.01079648214255e-21,"AT1G76600","protein_coding",6.31195882631141
"AT3G20860",878.542149084582,1.40869449861697,5.03499525945287e-49,8.61377548371086e-47,"NEK5","protein_coding",20.356287405491
